Respondent ID,Collector ID,Start Date,End Date,What age group do you belong?,Please rate the ease of use for accessing the Video Consultation today?,Please rate your overall experience of the Video Consultation today?,Would you be happy to use the Video Consultation again?,Please provide us with any additional comments/ suggestions.,Waiting Area
12762696397,258318234,2021-06-22 12:08:06,2021-06-22 12:10:14,46 - 65,Satisfied,Satisfied,Yes,,RLH-ChemicalPathology
12762695285,258318234,2021-06-22 12:08:54,2021-06-22 12:09:45,36 - 45,Very Satisfied,Very Dissatisfied,No,,RLH-Gastroenterology
12762675032,258318234,2021-06-22 12:00:25,2021-06-22 12:00:57,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
12762653133,258318234,2021-06-22 11:50:43,2021-06-22 11:51:00,26 - 35,Satisfied,Satisfied,Yes,,RLH-Cardiology
12762584499,258318234,2021-06-22 11:16:17,2021-06-22 11:16:36,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12762569938,258318234,2021-06-22 11:08:49,2021-06-22 11:09:06,65+,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12762528961,258318234,2021-06-22 10:48:22,2021-06-22 10:48:41,16 - 25,Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12762471763,258318234,2021-06-22 10:18:23,2021-06-22 10:22:51,65+,Very Satisfied,Satisfied,Yes,would help if the Doctor used a headset and mic.  Would be easier to hear at this end especially for older people with hearing difficulties.,RLH-ChemicalPathology
12762443847,258318234,2021-06-22 10:05:01,2021-06-22 10:07:56,46 - 65,Very Satisfied,Very Satisfied,Yes,"I hadn't received the text with the link for the consultation, but I rang the department who were very helpful and then sent it immediately. Might be worth checking on this process. ",RLH-Clinical-Haematology
12760312801,258318234,2021-06-21 16:02:56,2021-06-21 16:05:13,46 - 65,Very Satisfied,Dissatisfied,Yes,"Very unlike f2f consultation, difficult to ask questions and feels like health professional is just doing check list. ",RLH-Diabetes
12760180951,258318234,2021-06-21 15:18:44,2021-06-21 15:19:37,46 - 65,Very Satisfied,Very Satisfied,Yes,Great service.,RLH-ENT
12760172963,258318234,2021-06-21 15:15:54,2021-06-21 15:16:56,36 - 45,Very Satisfied,Very Satisfied,Yes,"Hassle free, at the comfort of your home, no driving, audio/picture quality excellent.",RLH-Diabetes
12760132854,258318234,2021-06-21 15:02:46,2021-06-21 15:03:21,65+,Very Satisfied,Very Satisfied,Yes,,AUH-PalliativeCare
12760073468,258318234,2021-06-21 14:41:32,2021-06-21 14:42:01,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
12760012307,258318234,2021-06-21 14:19:46,2021-06-21 14:20:01,36 - 45,Very Satisfied,Satisfied,Yes,,RLH-Rheumatology
12760004240,258318234,2021-06-21 14:16:31,2021-06-21 14:17:10,46 - 65,Satisfied,Neither Satisfied nor Dissatisfied,Yes,,AUH-ClinicalHealthPsychology
12759863438,258318234,2021-06-21 13:21:36,2021-06-21 13:22:12,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12759690642,258318234,2021-06-21 11:58:35,2021-06-21 12:00:59,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12759561761,258318234,2021-06-21 10:52:09,2021-06-21 10:53:01,46 - 65,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,No,,RLH-Rheumatology
12759534887,258318234,2021-06-21 10:37:29,2021-06-21 10:37:49,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ClinicalPsychology
12759506767,258318234,2021-06-21 10:22:24,2021-06-21 10:22:44,65+,Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12759500995,258318234,2021-06-21 10:19:09,2021-06-21 10:19:38,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12759497163,258318234,2021-06-21 10:16:46,2021-06-21 10:17:34,26 - 35,Very Satisfied,Very Satisfied,Yes,Very knowledgeable professional. ,RLH-Rheumatology
12759496084,258318234,2021-06-21 10:13:46,2021-06-21 10:16:56,46 - 65,Very Dissatisfied,Very Dissatisfied,No,Hospital unable to access video consult so telephoned instead.  I much prefer telephone consult to video consult unless absolutely necessary.  Would prefer choice of telephone or video - had actually rung to request telephone call but was still sent video appointment.,RLH-ChemicalPathology
12759450565,258318234,2021-06-21 09:34:29,2021-06-21 09:51:33,65+,Satisfied,Satisfied,Yes,The only thing I would say is that there was a longer waiting time than I would have liked.,RLH-ChemicalPathology
12759449336,258318234,2021-06-21 09:50:15,2021-06-21 09:50:53,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
12759389845,258318234,2021-06-21 09:15:44,2021-06-21 09:16:13,26 - 35,Very Satisfied,Satisfied,Yes,Voice clipping if both speak at the same time ,BGH-Speech-and-Language-Therapy
12753996984,258318234,2021-06-18 11:36:16,2021-06-18 11:36:55,16 - 25,Satisfied,Satisfied,Yes,,RLH-Dermatology
12753906106,258318234,2021-06-18 10:46:29,2021-06-18 10:46:51,46 - 65,Very Satisfied,Very Satisfied,Yes,Very good,RLH-Clinical-Haematology
12753843614,258318234,2021-06-18 10:10:21,2021-06-18 10:10:44,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
12753815807,258318234,2021-06-18 09:54:08,2021-06-18 09:54:24,16 - 25,Satisfied,Satisfied,Yes,,RLH-Dermatology
12752081459,258318234,2021-06-17 18:30:58,2021-06-17 18:43:56,46 - 65,Satisfied,Very Dissatisfied,No,Logged on at 2.15 .waited until 6.30.got fed up waiting so I turned it off,LUH-TestWaitingArea
12752007844,258318234,2021-06-17 18:10:56,2021-06-17 18:17:46,46 - 65,Satisfied,Very Dissatisfied,Yes,After waiting 1 hour 46 minutes I had no choice but to leave the call I was not contacted for any reason for the delay and no show for my consultation. Very disheartened not having any contact and waited patiently..,AUH-MaxilloFacialUnit
12751672125,258318234,2021-06-17 14:58:58,2021-06-17 16:29:07,36 - 45,Satisfied,Satisfied,Yes,I think that given the situation that the NHS has been placed in in this pandemic without prior warning from a government who had awareness months prior we have done a sterling job getting IT savvy     Thank you for today ,RLH-Dermatology
12751604143,258318234,2021-06-17 16:08:00,2021-06-17 16:08:42,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12751549394,258318234,2021-06-17 15:51:50,2021-06-17 15:52:42,26 - 35,Very Satisfied,Very Satisfied,Yes,Very clear and very straightforward with a good understanding. Carol was very pleasant and informative. Thankyou.,RLH-Dermatology
12751493505,258318234,2021-06-17 15:35:50,2021-06-17 15:36:12,46 - 65,Very Satisfied,Very Dissatisfied,Yes,Much better,RLH-Diabetes
12751462091,258318234,2021-06-17 15:26:24,2021-06-17 15:27:01,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
12751461006,258318234,2021-06-17 15:23:06,2021-06-17 15:26:40,65+,Satisfied,Satisfied,Yes,would like to see someone in clinic at some point please,AUH-Gastroenterology
12751243815,258318234,2021-06-17 14:17:14,2021-06-17 14:17:36,26 - 35,Satisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-Endocrinology
12751189549,258318234,2021-06-17 13:59:49,2021-06-17 14:00:14,26 - 35,Very Satisfied,Very Satisfied,Yes,,BGH-Speech-and-Language-Therapy
12751162688,258318234,2021-06-17 13:49:47,2021-06-17 13:51:01,65+,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12751034786,258318234,2021-06-17 13:04:25,2021-06-17 13:05:01,26 - 35,Very Satisfied,Very Satisfied,Yes,very easy to use and understand ,RLH-Diabetes
12751029825,258318234,2021-06-17 13:02:59,2021-06-17 13:03:15,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-UpperGI
12750805868,258318234,2021-06-17 11:29:53,2021-06-17 11:30:14,46 - 65,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12750781904,258318234,2021-06-17 11:18:57,2021-06-17 11:19:11,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12750771927,258318234,2021-06-17 11:13:43,2021-06-17 11:14:30,36 - 45,Satisfied,Satisfied,Yes,"Brilliant service, a little bit if feedback but great not to have to travel to hospital for appointments",RLH-Endocrinology
12750745056,258318234,2021-06-17 11:01:16,2021-06-17 11:01:45,46 - 65,Very Satisfied,Very Satisfied,No,Always better face to face ,RLH-Endocrinology
12750674219,258318234,2021-06-17 10:26:34,2021-06-17 10:26:50,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12750663034,258318234,2021-06-17 10:20:58,2021-06-17 10:21:09,16 - 25,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12750661421,258318234,2021-06-17 10:20:06,2021-06-17 10:20:19,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12750646826,258318234,2021-06-17 10:12:24,2021-06-17 10:12:55,36 - 45,Very Satisfied,Very Satisfied,Yes,quite a long wait for the call to start,RLH-Endocrinology
12750624083,258318234,2021-06-17 10:01:18,2021-06-17 10:01:35,16 - 25,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12750620370,258318234,2021-06-17 09:59:15,2021-06-17 09:59:50,26 - 35,Satisfied,Satisfied,Yes,Kept cutting out a few times before it worked,RLH-Diabetes
12750613583,258318234,2021-06-17 09:54:46,2021-06-17 09:56:20,36 - 45,Satisfied,Satisfied,Yes,,RLH-Diabetes
12750608149,258318234,2021-06-17 09:53:17,2021-06-17 09:53:32,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12750606117,258318234,2021-06-17 09:52:05,2021-06-17 09:52:29,26 - 35,Very Satisfied,Very Satisfied,Yes,Great thank you ,RLH-Diabetes
12750587583,258318234,2021-06-17 09:42:51,2021-06-17 09:43:14,16 - 25,Very Satisfied,Satisfied,Yes,,RLH-Diabetes
12750546121,258318234,2021-06-17 09:22:04,2021-06-17 09:22:22,26 - 35,Satisfied,Very Satisfied,Yes,,AUH-Ophthalmology
12750280060,258318234,2021-06-17 06:49:19,2021-06-17 06:51:50,46 - 65,Very Satisfied,Very Satisfied,Yes,This call was very helpful a quick and easy way to get seen by my consultant Thankyou dr gunasekera ,RLH-UpperGI
12749092146,258318234,2021-06-16 12:04:57,2021-06-16 20:31:15,26 - 35,Very Satisfied,Very Satisfied,Yes,very happy with todays consultation. very clear and helpful,AUH-Physiotherapy
12748320371,258318234,2021-06-16 16:00:33,2021-06-16 16:00:57,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12748208458,258318234,2021-06-16 15:26:29,2021-06-16 15:27:13,65+,Very Satisfied,Very Satisfied,Yes,IT WORKED BRILLIANTSLY THANK YOU ,RLH-Endocrinology
12748202703,258318234,2021-06-16 15:21:57,2021-06-16 15:25:30,46 - 65,Very Satisfied,Very Satisfied,Yes,"One of my problems is agoraphobia, and the video sessions are very helpful, as the stress of making a journey for a medical appointment is removed. ",AUH-ClinicalHealthPsychology
12748145174,258318234,2021-06-16 15:07:50,2021-06-16 15:08:20,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
12748138911,258318234,2021-06-16 15:01:57,2021-06-16 15:06:33,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12748055344,258318234,2021-06-16 14:40:59,2021-06-16 14:41:32,26 - 35,Satisfied,Satisfied,Yes,,RLH-ChemicalPathology
12748014319,258318234,2021-06-16 14:29:17,2021-06-16 14:29:31,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
12747926062,258318234,2021-06-16 13:59:32,2021-06-16 14:01:22,16 - 25,Satisfied,Satisfied,Yes,,RLH-Gastroenterology
12747924853,258318234,2021-06-16 13:57:28,2021-06-16 14:00:58,65+,Satisfied,Satisfied,Yes,Problem with the Doctors camera not working ,RLH-ChemicalPathology
12747846182,258318234,2021-06-16 13:32:37,2021-06-16 13:33:42,46 - 65,Very Satisfied,Very Satisfied,Yes,No problems setting the screen up. Easy peasey!,RLH-UpperGI
12747722973,258318234,2021-06-16 11:38:42,2021-06-16 12:48:19,46 - 65,Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
12747658464,258318234,2021-06-16 12:20:41,2021-06-16 12:21:16,16 - 25,Satisfied,Satisfied,Yes,,RLH-Gastroenterology
12747657457,258318234,2021-06-16 12:20:09,2021-06-16 12:20:50,65+,Very Satisfied,Very Satisfied,Yes,,AUH-ARDU
12747565836,258318234,2021-06-16 11:38:42,2021-06-16 11:39:53,46 - 65,Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
12747443721,258318234,2021-06-16 10:40:13,2021-06-16 10:40:33,16 - 25,Very Dissatisfied,Very Dissatisfied,No,No one came after half an hour ,RLH-Clinical-Haematology
12747319092,258318234,2021-06-16 09:32:57,2021-06-16 09:34:37,65+,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12747217834,258318234,2021-06-15 15:14:53,2021-06-16 08:33:53,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12744628492,258318234,2021-06-15 16:02:11,2021-06-15 16:02:21,16 - 25,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12744582011,258318234,2021-06-15 15:46:53,2021-06-15 15:47:55,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
12744530825,258318234,2021-06-15 14:18:31,2021-06-15 15:32:04,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12744470678,258318234,2021-06-15 15:12:38,2021-06-15 15:13:22,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12744397642,258318234,2021-06-15 14:48:30,2021-06-15 14:50:47,46 - 65,Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
12744346856,258318234,2021-06-15 14:33:20,2021-06-15 14:34:47,65+,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
12744335244,258318234,2021-06-15 14:27:46,2021-06-15 14:31:11,46 - 65,Satisfied,Satisfied,Yes,,RLH-Rheumatology
12744251706,258318234,2021-06-15 14:03:38,2021-06-15 14:04:18,46 - 65,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,No,,RLH-Endocrinology
12744224160,258318234,2021-06-15 13:54:22,2021-06-15 13:55:37,36 - 45,Very Satisfied,Very Dissatisfied,Yes,I sat waiting for almost half hour as the nurse rang in sick and noone let me know. I called and spoke to Gary who was very helpful,RLH-Diabetes
12744219237,258318234,2021-06-15 13:53:27,2021-06-15 13:54:01,46 - 65,Very Satisfied,Satisfied,Yes,,RLH-Endocrinology
12744129139,258318234,2021-06-15 13:21:50,2021-06-15 13:22:13,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
12743969887,258318234,2021-06-15 12:15:53,2021-06-15 12:16:19,26 - 35,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
12743925559,258318234,2021-06-15 11:47:52,2021-06-15 11:56:30,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-Rheumatology
12743845540,258318234,2021-06-15 11:15:50,2021-06-15 11:16:03,16 - 25,Satisfied,Satisfied,Yes,,RLH-Gastroenterology
12743808975,258318234,2021-06-15 10:56:51,2021-06-15 10:57:26,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
12743806647,258318234,2021-06-15 10:55:39,2021-06-15 10:56:16,65+,Satisfied,Satisfied,Yes,,RLH-Gastroenterology
12743738379,258318234,2021-06-15 10:18:05,2021-06-15 10:19:17,26 - 35,Satisfied,Very Dissatisfied,No,Leaving people a hour past their appointment times with no acknowledgement that someone is evening coming is not good. ,LUH-TestWaitingArea
12743699610,258318234,2021-06-15 09:57:29,2021-06-15 09:58:09,36 - 45,Very Satisfied,Very Satisfied,Yes,couldn't get sound to work but used telephone instead,AUH-Rheumatology
12743682355,258318234,2021-06-15 09:48:11,2021-06-15 09:48:27,26 - 35,Satisfied,Very Satisfied,Yes,,RLH-ClinicalPsychology
12743649157,258318234,2021-06-15 09:25:47,2021-06-15 09:29:04,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12741540445,258318234,2021-06-14 16:10:20,2021-06-14 16:11:38,65+,Satisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-ChemicalPathology
12741523391,258318234,2021-06-14 16:04:43,2021-06-14 16:06:14,46 - 65,Very Satisfied,Very Satisfied,Yes,this was the first time i have used video consultation as its better that a telephone consultation cause on video you can see who you are talking 2,RLH-Diabetes
12741401240,258318234,2021-06-14 15:23:36,2021-06-14 15:24:00,26 - 35,Very Dissatisfied,Very Dissatisfied,No,"Still havent heard anything, been waiting 2 hours ",RLH-Diabetes
12741400081,258318234,2021-06-14 15:09:49,2021-06-14 15:23:35,46 - 65,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,No,,RLH-Diabetes
12741330772,258318234,2021-06-14 14:59:19,2021-06-14 15:00:15,26 - 35,Very Dissatisfied,Very Dissatisfied,No,I have waited an hour and a half after my appointment time and still sat in the waiting room. Absolutely ridiculous ,RLH-Diabetes
12741306966,258318234,2021-06-14 14:51:15,2021-06-14 14:51:49,16 - 25,Very Satisfied,Satisfied,Yes,,RLH-Rheumatology
12741083852,258318234,2021-06-14 13:30:02,2021-06-14 13:31:20,65+,Neither Satisfied nor Dissatisfied,Very Dissatisfied,No,"I have been waiting for nearly 2 hours to speak to a consultant, I gave up in the end. ",RLH-ChemicalPathology
12740943744,258318234,2021-06-14 12:27:39,2021-06-14 12:28:32,46 - 65,Very Dissatisfied,Very Dissatisfied,Yes,I have been waiting for this consultation and no connection     Kind regards  Elisa st john,RLH-ChemicalPathology
12740883553,258318234,2021-06-14 11:56:32,2021-06-14 11:56:49,26 - 35,Satisfied,Satisfied,Yes,,RLH-Diabetes
12740866798,258318234,2021-06-14 11:22:37,2021-06-14 11:47:30,46 - 65,Very Satisfied,Very Satisfied,Yes,I had no problems with this service did lose the connection but was able to reconnect very easy Dr was great. ,RLH-Diabetes
12740799574,258318234,2021-06-14 11:06:50,2021-06-14 11:08:32,46 - 65,Satisfied,Very Satisfied,Yes,It would be helpful to have recent blood/urine tests available before the consult - rather than using those which are 6 months old.   Maybe send the forms out a couple of weeks before the appointment.,RLH-Diabetes
12740774134,258318234,2021-06-14 10:54:26,2021-06-14 10:54:42,26 - 35,Very Satisfied,Very Satisfied,Yes,,AUH-Dermatology
12740771201,258318234,2021-06-14 10:52:36,2021-06-14 10:53:02,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12740767313,258318234,2021-06-14 10:50:43,2021-06-14 10:50:47,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12740766901,258318234,2021-06-14 10:49:55,2021-06-14 10:50:32,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12740748541,258318234,2021-06-14 10:38:34,2021-06-14 10:39:34,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
12740727557,258318234,2021-06-14 10:27:50,2021-06-14 10:28:36,26 - 35,Very Satisfied,Very Satisfied,Yes,Very informative. Thank you,RLH-ChemicalPathology
12740716823,258318234,2021-06-14 10:20:10,2021-06-14 10:21:41,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12740691401,258318234,2021-06-14 10:05:42,2021-06-14 10:05:55,26 - 35,Satisfied,Satisfied,Yes,,RLH-ENT
12740683357,258318234,2021-06-14 09:59:43,2021-06-14 10:00:57,26 - 35,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,No,The sound dropped out. Checked settings and mute/unmute but no resolve ,BGH-Speech-and-Language-Therapy
12740656376,258318234,2021-06-14 09:40:18,2021-06-14 09:44:10,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12740591178,258318234,2021-06-14 09:04:04,2021-06-14 09:06:10,26 - 35,Very Satisfied,Very Satisfied,Yes,,BGH-Speech-and-Language-Therapy
12738038832,258318234,2021-06-12 13:13:27,2021-06-12 13:13:34,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12737848201,258318234,2021-06-12 10:29:37,2021-06-12 10:29:56,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
12736404671,258318234,2021-06-11 17:58:19,2021-06-11 17:58:34,26 - 35,Very Satisfied,Dissatisfied,No,,AUH-Ophthalmology
12735766058,258318234,2021-06-11 14:11:04,2021-06-11 14:11:21,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Audiology
12735638203,258318234,2021-06-11 13:22:59,2021-06-11 13:23:45,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12735308820,258318234,2021-06-11 10:48:15,2021-06-11 10:48:39,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12735254714,258318234,2021-06-11 10:20:41,2021-06-11 10:22:06,26 - 35,Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12732230316,258318234,2021-06-10 16:55:30,2021-06-10 16:56:06,46 - 65,Very Satisfied,Very Satisfied,Yes,Felt at ease and made me feel like I wasn’t going mad ,RLH-Dermatology
12732176834,258318234,2021-06-10 16:38:31,2021-06-10 16:38:59,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12732106912,258318234,2021-06-10 16:16:16,2021-06-10 16:17:18,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
12732043787,258318234,2021-06-10 15:56:32,2021-06-10 15:58:25,36 - 45,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12732037254,258318234,2021-06-10 15:55:29,2021-06-10 15:56:24,65+,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12731972312,258318234,2021-06-10 15:36:04,2021-06-10 15:36:27,16 - 25,Very Dissatisfied,Very Dissatisfied,No,,RLH-Dermatology
12731829194,258318234,2021-06-10 14:52:01,2021-06-10 14:52:17,46 - 65,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12731821026,258318234,2021-06-10 14:47:45,2021-06-10 14:49:42,36 - 45,Very Satisfied,Very Satisfied,Yes,"good call, no interruptions of buffering, and i always advise having good broadband ",RLH-Diabetes
12731812488,258318234,2021-06-10 14:43:48,2021-06-10 14:47:07,65+,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12731797497,258318234,2021-06-10 14:41:38,2021-06-10 14:42:30,16 - 25,Very Satisfied,Neither Satisfied nor Dissatisfied,Yes,Took over 30 minutes after scheduled time to be seen but can only assume it was a busy day,RLH-Diabetes
12731762637,258318234,2021-06-10 14:29:39,2021-06-10 14:31:35,46 - 65,Very Dissatisfied,Very Dissatisfied,No,,RLH-Endocrinology
12731730879,258318234,2021-06-10 14:17:35,2021-06-10 14:19:21,65+,Very Satisfied,Very Satisfied,Yes,Really easy to access. Felt as close to an actual f2f meeting as it could be.  Quality of system very good . Thank you ,RLH-ClinicalPsychology
12731663897,258318234,2021-06-10 13:58:10,2021-06-10 13:58:43,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12731649416,258318234,2021-06-10 13:53:36,2021-06-10 13:53:51,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12731388131,258318234,2021-06-10 12:16:19,2021-06-10 12:16:47,36 - 45,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
12731294039,258318234,2021-06-10 11:38:20,2021-06-10 11:39:05,46 - 65,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12731141278,258318234,2021-06-10 10:34:28,2021-06-10 10:34:51,65+,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
12731132982,258318234,2021-06-10 10:30:19,2021-06-10 10:31:25,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12731111261,258318234,2021-06-10 10:21:05,2021-06-10 10:21:26,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
12731082939,258318234,2021-06-10 10:07:46,2021-06-10 10:08:10,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12731033346,258318234,2021-06-10 09:41:42,2021-06-10 09:42:16,46 - 65,Satisfied,Satisfied,Yes,,RLH-Endocrinology
12731031422,258318234,2021-06-10 09:40:24,2021-06-10 09:41:13,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12729257469,258318234,2021-06-09 18:37:04,2021-06-09 18:37:55,46 - 65,Very Satisfied,Satisfied,Yes,,LUH-TestWaitingArea
12728756507,258318234,2021-06-09 15:53:05,2021-06-09 15:53:20,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12728734864,258318234,2021-06-09 11:24:58,2021-06-09 15:46:38,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12728690423,258318234,2021-06-09 15:32:25,2021-06-09 15:32:48,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
12728464979,258318234,2021-06-09 14:20:18,2021-06-09 14:21:17,65+,Very Satisfied,Very Satisfied,Yes,,RLH-UpperGI
12728457226,258318234,2021-06-09 14:16:23,2021-06-09 14:18:44,46 - 65,Satisfied,Very Dissatisfied,Yes,"I waited for 54 minutes but was not met in the 'waiting room'. I will have to reschedule, as I have other engagements I have to attend to.",LUH-TestWaitingArea
12728393446,258318234,2021-06-09 13:57:14,2021-06-09 13:57:43,65+,Very Satisfied,Very Satisfied,Yes,,RLH-UpperGI
12728188613,258318234,2021-06-09 12:40:08,2021-06-09 12:41:55,65+,Neither Satisfied nor Dissatisfied,Satisfied,Yes,Correct sign in details not sent had to get the surgeon to send details 40 mins late of appointment Otherwise the accutal consultation was excellent,RLH-Vascular
12728151499,258318234,2021-06-09 12:26:08,2021-06-09 12:26:31,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
12728134614,258318234,2021-06-09 12:18:31,2021-06-09 12:19:15,16 - 25,Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
12728098320,258318234,2021-06-09 12:03:23,2021-06-09 12:03:43,16 - 25,Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
12727981300,258318234,2021-06-09 11:15:53,2021-06-09 11:16:26,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
12727914954,258318234,2021-06-09 10:53:28,2021-06-09 10:55:36,26 - 35,Very Satisfied,Very Satisfied,Yes,"My phone did freeze but other than that, it is an excellent way to speak to a health advisor ",BGH-CFSandMETherapyService
12727855158,258318234,2021-06-09 10:24:32,2021-06-09 10:24:57,16 - 25,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-Gastroenterology
12727785717,258318234,2021-06-09 09:43:35,2021-06-09 09:48:51,46 - 65,Very Satisfied,Very Satisfied,Yes,I am deaf. As I can't hear too well on the phone the video consultation works better for me as I can use headphones.,RLH-Diabetes
12727780700,258318234,2021-06-09 09:45:38,2021-06-09 09:46:02,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
12727732224,258318234,2021-06-09 09:18:36,2021-06-09 09:18:57,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Cardiology
12725607744,258318234,2021-06-08 16:58:06,2021-06-08 16:58:36,46 - 65,Satisfied,Satisfied,Yes,,RLH-Urology
12725530247,258318234,2021-06-08 16:34:18,2021-06-08 16:34:46,46 - 65,Very Satisfied,Very Satisfied,Yes,very good,RLH-Diabetes
12725224924,258318234,2021-06-08 15:05:53,2021-06-08 15:06:10,16 - 25,Satisfied,Satisfied,Yes,,AUH-Gastroenterology
